model,validation,outer_fold,selection_scope,candidate,selection_metric,score,parameters,status,error
stacking,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
svm,leave_one_group_out,1,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
svm,leave_one_group_out,2,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
svm,leave_one_group_out,3,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
svm,leave_one_group_out,4,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
svm,leave_one_group_out,5,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,leave_one_group_out,6,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
svm,leave_one_group_out,7,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
svm,leave_one_group_out,8,outer_training_fold,1,balanced_accuracy,0.9791666666666666,{},completed,
svm,leave_one_group_out,9,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,leave_one_group_out,10,outer_training_fold,1,balanced_accuracy,1.0,{},completed,
svm,leave_one_group_out,11,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
svm,leave_one_group_out,12,outer_training_fold,1,balanced_accuracy,0.975,{},completed,
decision_tree,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
dummy,holdout,0,final_full_data,1,balanced_accuracy,0.5,{},completed,
gaussian_nb,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
gradient_boosting,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
knn,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
lda,holdout,0,final_full_data,1,balanced_accuracy,0.625,{},completed,
logistic_regression,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
mlp,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
qda,holdout,0,final_full_data,1,balanced_accuracy,,{},failed,LinAlgError: The covariance matrix of class 0 is not full rank. Increase the value of `reg_param` to reduce the collinearity.
random_forest,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
stacking,holdout,0,final_full_data,1,balanced_accuracy,1.0,{},completed,
svm,holdout,0,final_full_data,1,balanced_accuracy,0.9791666666666666,{},completed,
